rpid,点赞数量,用户,性别,等级,评论内容,发布时间
143042364864,0,银八糖分,保密,5,卧槽终于讲卷积了！！！复变狂喜！！[惊喜][惊喜][惊喜],4天前发布
143101910240,0,HOMPUG,男,5,有大佬能讲讲卷积核为啥要翻转吗，没听太懂,4天前发布
142928360256,0,努力进大厂吧,男,4,收获颇丰,5天前发布
142923995824,0,飞鸟tale,男,6,油管自动翻译已经看完了捏,5天前发布
142910346992,0,黄油香煎皮卡丘,男,5,晚了，但也不太晚[热词系列_三连],5天前发布
142900417520,0,JTR1991cw,保密,5,//www.bilibili.com/video/BV1za411F76U/?share_source=copy_web&vd_source=d96c9de52425f63a9a9a9f9ae7667e07,5天前发布
142952582336,0,McGuffin,男,6,这个点还有七百多人看,5天前发布
142953290752,0,小橙猫粮,男,4,40﻿，丶,5天前发布
142917478192,0,泯泷_,保密,6,你好像知道我们在教什么,5天前发布
142895392816,0,ANYA想要学椭圆曲线,保密,5,卡比[打call],5天前发布
142894716864,0,Hero13rine,男,6,醍醐灌顶,5天前发布
143304329184,0,水逆滴镜花,保密,5,想起来小学数学书上讲过格子算法的乘法，比竖式方便计算很多，原来是这样啊[微笑],3天前发布
143081166944,0,团成团成团,男,5, 53斜乘那里的复杂度应该是nlogn吧？相加次数和应该是logn,4天前发布
142910676768,0,一只瞎起名的彬彬,保密,3,进来哈，我反手就是一套三连！,5天前发布
142894453120,0,再跳吃枪子了,男,6,牛啊,5天前发布
142908646160,0,半脑浆糊,保密,5,卷积神经网络[doge],5天前发布
143026808176,0,小約澣可汗,保密,5,通信专业毕业学生路过，为什么没有早点刷到这个视频。,4天前发布
142902077312,0,受琪包阿毛,女,5,居然出了这一期！[星星眼],5天前发布
143120365168,0,紫調风韵,保密,5,每次看到这类视频总觉得高数，线代，离散，概率论的课和课本压根就没想说人话[doge],4天前发布
142921297920,0,数据结构虐全场,保密,4,看到正方形先想到的是级数积,5天前发布
143015264656,0,40买B站亏多少,男,5,嘿嘿嘿嘿，我又有为难儿子的材料了。,5天前发布
142957946064,0,花椒冰可乐,保密,6,数学系数值计算课有FFT但老师不教,5天前发布
142941573408,0,Raphaeloyal,保密,5,卷积，终于来了！,5天前发布
142938481088,0,顽皮阿橦木,男,5,[给心心],5天前发布
142955581056,0,Blazing_Stellar,保密,5,前面没听太明白，但最后练习题的方法是不是某种速算乘法[藏狐],5天前发布
142950472624,0,总有一天可以的,男,6,期待已久的卷积它来了！,5天前发布
142919131232,0,岑橙程,保密,5,【官方双语】那么……什么是卷只因？,5天前发布
142935883792,0,云の森,保密,5,第二个数组 为什么要翻转？,5天前发布
142986204880,0,hhhxiao_,保密,6,想起了几年前学信号与系统的时光,5天前发布
142949302560,0,当---归,保密,4,woc，我懂得最直接的一期[笑哭],5天前发布
142933710144,0,我思故我罪,保密,4,老天 终于更新了！！！,5天前发布
142940599840,0,Yodully,保密,6,很厉害，懂了[热词系列_知识增加],5天前发布
142921120448,0,这个人有起名字纠结症,保密,5,图像处理和计算机视觉课[害羞],5天前发布
142938629392,0,樱桃爱宠物,男,6,居然讲了,5天前发布
142939695104,0,大仝,保密,4,啥时候出下一期hhh,5天前发布
142901171136,1,偶极子震荡,保密,4,以前都是把时域换到频域再解，不敢去学卷积。计算方法是“时域卷积等于频域乘积”。但为什么？如果可以说离散卷积是多项式的展开和合并，傅里叶变换也可以对离散采样信号在频域上展开再合并。合并的过程就是相同阶次的幂函数相加(各离散频率的周期函数相加)，不觉得很酷吗？最后的思考题，可以把数x写作a0+a1*10＾1+a2*10＾2……y=b0+b1*10＾1+b2*10＾2……将数字离散，再逐位相加。不需要进行进位计算。,5天前发布
142914062816,0,ThunderShadow,男,6,用fft算乘法[喜极而泣][喜极而泣],5天前发布
142988604832,0,别打我求求你了,男,6,俺都在油管学完了现在才来太晚了[热][无语],5天前发布
142898482672,0,时间九下,男,5,刚在油管看完英文版[笑哭],5天前发布
142891939920,0,阿卡丽说卡就卡,女,5,芜湖,5天前发布
142936986416,0,水波彩叶,男,6,梦回读研[笑哭],5天前发布
142921846304,0,影视俊风,保密,4,数学物理方法在学[脱单doge],5天前发布
142897725824,0,6233624_bili,保密,5,居然有卡比[害羞],5天前发布
142922242304,0,极度有劲,保密,5,（）害怕卷积，（）理解卷积，（）爱上卷积,5天前发布
143001823472,0,Tupolevbureau,男,5,wow 卷积 这个东西听说过很多次但是没真正了解过 很有用的东西呢,5天前发布
142908248864,0,第七位替身使者,保密,3,离谱，下礼拜工数刚好要考,5天前发布
142892983536,0,Yukino227,男,5,好耶[星星眼][星星眼][星星眼][星星眼],5天前发布
142916412992,0,RainbowCrown,保密,5,OIer的dna动了[脱单doge],5天前发布
142949634992,0,当---归,保密,4,我来回答32*15！！2*5=103*5+2*1=171*3=3300+170+10=480我学会了！,5天前发布
142909281344,0,丶Frappuccino,保密,5,45 提到的公开课在哪里可以看到,5天前发布
142897503984,0,tangkuojiang,男,2,讲一讲向量空间的卷积。,5天前发布
142935956368,0,歆歆歆歆-,女,6,已经考完信号了[捂脸][捂脸],5天前发布
142891342368,0,二元音阿优,男,4,[星汐seki_DJ],5天前发布
142906874032,0,MasterFan,男,5,时域相卷，频域相乘[星尘_吃瓜],5天前发布
142926225920,0,白子啦啦啦,男,5,时域卷积，频域相乘,5天前发布
